Id;Date;Country;Description First;Quantity First;Price First;Total Price First;Description Second;Quantity Second;Price Second;Total Price Second
13767;2010-12-01 10:47:00;United Kingdom;HAND WARMER BIRD DESIGN;48;2.1;100.80000000000001;HAND WARMER SCOTTY DOG DESIGN;48.0;2.1;100.80000000000001
17850;2010-12-01 10:51:00;United Kingdom;IVORY EMBROIDERED QUILT ;2;35.75;71.5;WOODEN FRAME ANTIQUE WHITE ;12.0;2.55;30.599999999999998
17924;2010-12-01 10:51:00;United Kingdom;SET OF 3 COLOURED  FLYING DUCKS;48;4.65;223.20000000000002;SET OF 3 BLACK FLYING DUCKS;12.0;4.65;55.800000000000004
13448;2010-12-01 10:52:00;United Kingdom;SET 7 BABUSHKA NESTING BOXES;6;8.5;51.0;SCOTTIE DOG HOT WATER BOTTLE;9.0;4.95;44.550000000000004
17850;2010-12-01 10:52:00;United Kingdom;HAND WARMER RED POLKA DOT;6;1.85;11.100000000000001;HAND WARMER UNION JACK;6.0;1.85;11.100000000000001
13448;2010-12-01 10:53:00;United Kingdom;HOMEMADE JAM SCENTED CANDLES;12;1.45;17.4;;;;
15862;2010-12-01 11:21:00;United Kingdom;FAIRY CAKE FLANNEL ASSORTED COLOUR;9;2.55;22.95;TRIPLE PHOTO FRAME CORNICE ;2.0;9.95;19.9
15513;2010-12-01 11:22:00;United Kingdom;HOT WATER BOTTLE BABUSHKA ;36;4.25;153.0;PAPER CHAIN KIT 50'S CHRISTMAS ;40.0;2.55;102.0
12791;2010-12-01 11:27:00;Netherlands;HAND WARMER BIRD DESIGN;96;1.85;177.60000000000002;POSTAGE;1.0;15.0;15.0
16218;2010-12-01 11:29:00;United Kingdom;HEART IVORY TRELLIS LARGE;24;1.65;39.599999999999994;SMALL POPCORN HOLDER;36.0;0.85;30.599999999999998
14045;2010-12-01 11:32:00;United Kingdom;SET/5 RED RETROSPOT LID GLASS BOWLS;128;2.55;326.4;;;;
17850;2010-12-01 11:33:00;United Kingdom;IVORY EMBROIDERED QUILT ;2;35.75;71.5;EDWARDIAN PARASOL RED;6.0;4.95;29.700000000000003
17850;2010-12-01 11:34:00;United Kingdom;HAND WARMER RED POLKA DOT;6;1.85;11.100000000000001;HAND WARMER UNION JACK;6.0;1.85;11.100000000000001
14307;2010-12-01 11:41:00;United Kingdom;PENS ASSORTED FUNNY FACE;36;0.85;30.599999999999998;COSY HOUR GIANT TUBE MATCHES;12.0;2.55;30.599999999999998
17908;2010-12-01 11:45:00;United Kingdom;5 STRAND GLASS NECKLACE CRYSTAL;3;6.35;19.049999999999997;BLACK LOVE BIRD CANDLE;12.0;1.25;15.0
17920;2010-12-01 11:49:00;United Kingdom;ROSE COTTAGE KEEPSAKE BOX ;4;9.95;39.8;JAM MAKING SET PRINTED;24.0;1.45;34.8
12838;2010-12-01 11:57:00;United Kingdom;SET OF 6 T-LIGHTS TOADSTOOLS;12;2.95;35.400000000000006;CHRISTMAS LIGHTS 10 SANTAS ;3.0;8.5;25.5
13255;2010-12-01 11:58:00;United Kingdom;RED  HARMONICA IN BOX ;72;1.25;90.0;FAMILY PHOTO FRAME CORNICE;4.0;9.95;39.8
16583;2010-12-01 12:03:00;United Kingdom;BOYS VINTAGE TIN SEASIDE BUCKET;8;2.55;20.4;GIRLS VINTAGE TIN SEASIDE BUCKET;8.0;2.55;20.4
18085;2010-12-01 12:08:00;United Kingdom;SCOTTIE DOG HOT WATER BOTTLE;16;4.95;79.2;RETROSPOT HEART HOT WATER BOTTLE;8.0;4.95;39.6
13758;2010-12-01 12:08:00;United Kingdom;CHILLI LIGHTS;8;4.95;39.6;HOT WATER BOTTLE BABUSHKA ;8.0;4.65;37.2
13694;2010-12-01 12:12:00;United Kingdom;CREAM HEART CARD HOLDER;72;3.39;244.08;RED RETROSPOT OVEN GLOVE ;200.0;1.06;212.0
15983;2010-12-01 12:15:00;United Kingdom;HEART FILIGREE DOVE  SMALL;48;1.25;60.0;ROTATING SILVER ANGELS T-LIGHT HLDR;12.0;2.55;30.599999999999998
14849;2010-12-01 12:22:00;United Kingdom;ASSORTED COLOUR BIRD ORNAMENT;24;1.69;40.56;KINGS CHOICE GIANT TUBE MATCHES;12.0;2.55;30.599999999999998
17968;2010-12-01 12:23:00;United Kingdom;ASSORTED COLOUR BIRD ORNAMENT;8;1.69;13.52;PINK SWEETHEART BRACELET;3.0;4.25;12.75
14849;2010-12-01 12:23:00;United Kingdom;JAM MAKING SET WITH JARS;6;4.25;25.5;JAM MAKING SET PRINTED;12.0;1.45;17.4
16210;2010-12-01 12:27:00;United Kingdom;BLACK RECORD COVER FRAME;480;3.39;1627.2;REGENCY CAKESTAND 3 TIER;16.0;10.95;175.2
17897;2010-12-01 12:31:00;United Kingdom;JAM MAKING SET WITH JARS;8;4.25;34.0;MIRRORED WALL ART FOXY;2.0;6.35;12.7
17377;2010-12-01 12:35:00;United Kingdom;VINTAGE UNION JACK CUSHION COVER;10;4.95;49.5;LOVE BUILDING BLOCK WORD;6.0;5.95;35.7
16552;2010-12-01 12:36:00;United Kingdom;ASSORTED COLOUR BIRD ORNAMENT;16;1.69;27.04;REGENCY CAKESTAND 3 TIER;2.0;12.75;25.5
17897;2010-12-01 12:38:00;United Kingdom;JAM MAKING SET WITH JARS;-6;4.25;-25.5;;;;
17181;2010-12-01 12:38:00;United Kingdom;AGED GLASS SILVER T-LIGHT HOLDER;144;0.55;79.2;ANTIQUE SILVER TEA GLASS ENGRAVED;72.0;1.06;76.32000000000001
17951;2010-12-01 12:40:00;United Kingdom;HAND WARMER OWL DESIGN;36;2.1;75.60000000000001;HAND WARMER UNION JACK;36.0;2.1;75.60000000000001
14729;2010-12-01 12:43:00;United Kingdom;RETROSPOT SMALL TUBE MATCHES;12;1.65;19.799999999999997;SMALL STRIPES CHOCOLATE GIFT BAG ;16.0;0.85;13.6
12748;2010-12-01 12:48:00;United Kingdom;CREAM SWEETHEART EGG HOLDER;1;4.95;4.95;;;;
15012;2010-12-01 12:49:00;United Kingdom;SET OF 16 VINTAGE PISTACHIO CUTLERY;1;12.75;12.75;SWEETHEART CAKESTAND 3 TIER;1.0;9.95;9.95
12868;2010-12-01 12:50:00;United Kingdom;HEART FILIGREE DOVE  SMALL;24;1.25;30.0;CHRISTMAS LIGHTS 10 VINTAGE BAUBLES;6.0;4.95;29.700000000000003
17572;2010-12-01 12:51:00;United Kingdom;SWISS ROLL TOWEL- CHOCOLATE  SPOTS;6;2.95;17.700000000000003;CREAM SLICE FLANNEL CHOCOLATE SPOT ;6.0;2.95;17.700000000000003
14078;2010-12-01 12:54:00;United Kingdom;RED RETROSPOT MINI CASES;10;7.95;79.5;REGENCY CAKESTAND 3 TIER;2.0;12.75;25.5
14001;2010-12-01 12:58:00;United Kingdom;RED KITCHEN SCALES;6;8.5;51.0;IVORY KITCHEN SCALES;6.0;8.5;51.0
12662;2010-12-01 13:04:00;Germany;3 HOOK HANGER MAGIC GARDEN;12;1.95;23.4;5 HOOK HANGER MAGIC TOADSTOOL;12.0;1.65;19.799999999999997
15525;2010-12-01 13:17:00;United Kingdom;ROSE COTTAGE KEEPSAKE BOX ;3;9.95;29.849999999999998;3 TIER CAKE TIN GREEN AND CREAM;1.0;14.95;14.95
14237;2010-12-01 13:20:00;United Kingdom;WOODEN ADVENT CALENDAR RED;2;16.95;33.9;WHITE WOOD GARDEN PLANT LADDER;2.0;9.95;19.9
17905;2010-12-01 13:21:00;United Kingdom;VINTAGE BILLBOARD DRINK ME MUG;24;1.25;30.0;SILVER GLASS T-LIGHT SET;8.0;2.95;23.6
15485;2010-12-01 13:23:00;United Kingdom;PAPER CHAIN KIT 50'S CHRISTMAS ;80;2.55;204.0;PAPER CHAIN KIT VINTAGE CHRISTMAS;40.0;2.55;102.0
12433;2010-12-01 13:24:00;Norway;GROW YOUR OWN PLANT IN A CAN ;96;1.06;101.76;PINK HEART SHAPE EGG FRYING PAN;72.0;1.25;90.0
16955;2010-12-01 13:31:00;United Kingdom;CHEST OF DRAWERS GINGHAM HEART ;3;16.95;50.849999999999994;POLKADOT PEN;48.0;0.85;40.8
15350;2010-12-01 13:33:00;United Kingdom;HAND WARMER SCOTTY DOG DESIGN;12;2.1;25.200000000000003;HAND WARMER BABUSHKA DESIGN;12.0;2.1;25.200000000000003
15605;2010-12-01 13:38:00;United Kingdom;PEACE WOODEN BLOCK LETTERS;3;6.95;20.85;10 COLOUR SPACEBOY PEN;24.0;0.85;20.4
18144;2010-12-01 13:45:00;United Kingdom;ASSORTED COLOUR BIRD ORNAMENT;80;1.69;135.2;SET OF 2 CHRISTMAS DECOUPAGE CANDLE;12.0;1.25;15.0
15922;2010-12-01 13:51:00;United Kingdom;COSMETIC BAG VINTAGE ROSE PAISLEY;36;2.1;75.60000000000001;PINK ROSE FABRIC MIRROR;36.0;1.25;45.0
14594;2010-12-01 13:54:00;United Kingdom;SET 7 BABUSHKA NESTING BOXES;2;8.5;17.0;SILVER  CANDLEPOT JARDIN ;4.0;3.75;15.0
15165;2010-12-01 14:03:00;United Kingdom;GRAND CHOCOLATECANDLE;18;1.45;26.099999999999998;REGENCY CAKESTAND 3 TIER;2.0;12.75;25.5
14911;2010-12-01 14:05:00;EIRE;BOX OF VINTAGE ALPHABET BLOCKS;6;9.95;59.699999999999996;CARRIAGE;1.0;50.0;50.0
16456;2010-12-01 14:11:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;32;2.95;94.4;JUMBO BAG RED RETROSPOT;40.0;1.95;78.0
17841;2010-12-01 14:30:00;United Kingdom;CHARLOTTE BAG SUKI DESIGN;-2;0.85;-1.7;HAND WARMER RED RETROSPOT;-1.0;2.1;-2.1
12472;2010-12-01 14:33:00;Germany;PORCELAIN HANGING BELL SMALL;-1;1.45;-1.45;RETROSPOT PARTY BAG + STICKER SET;-1.0;1.65;-1.65
17346;2010-12-01 14:34:00;United Kingdom;FAIRY TALE COTTAGE NIGHTLIGHT;6;1.95;11.7;SILVER HANGING T-LIGHT HOLDER;6.0;1.65;9.899999999999999
17643;2010-12-01 14:38:00;United Kingdom;UNION STRIPE WITH FRINGE  HAMMOCK;2;7.95;15.9;ASSORTED COLOUR MINI CASES;2.0;7.95;15.9
17841;2010-12-01 14:41:00;United Kingdom;CHILLI LIGHTS;24;4.25;102.0;SCOTTIE DOG HOT WATER BOTTLE;7.0;4.95;34.65
17873;2010-12-01 14:54:00;United Kingdom;DOORMAT AIRMAIL ;10;6.75;67.5;BIRTHDAY PARTY CORDON BARRIER TAPE;36.0;1.25;45.0
13093;2010-12-01 15:00:00;United Kingdom;CHILLI LIGHTS;48;4.25;204.0;DOORMAT RED RETROSPOT;20.0;6.75;135.0
12921;2010-12-01 15:06:00;United Kingdom;LIGHT GARLAND BUTTERFILES PINK;8;4.25;34.0;WOODEN OWLS LIGHT GARLAND ;8.0;4.25;34.0
13468;2010-12-01 15:08:00;United Kingdom;CERAMIC CAKE STAND + HANGING CAKES;4;9.95;39.8;REGENCY CAKESTAND 3 TIER;2.0;12.75;25.5
17760;2010-12-01 15:08:00;United Kingdom;GLITTER CHRISTMAS HEART ;36;0.85;30.599999999999998;SMALL HANGING IVORY/RED WOOD BIRD;72.0;0.42;30.24
16928;2010-12-01 15:21:00;United Kingdom;RED DRAWER KNOB ACRYLIC EDWARDIAN;36;1.25;45.0;PINK DRAWER KNOB ACRYLIC EDWARDIAN;20.0;1.25;25.0
16048;2010-12-01 15:27:00;United Kingdom;HAND WARMER BIRD DESIGN;24;2.1;50.400000000000006;HAND WARMER SCOTTY DOG DESIGN;24.0;2.1;50.400000000000006
16048;2010-12-01 15:28:00;United Kingdom;ASSORTED BOTTLE TOP  MAGNETS ;12;0.42;5.04;;;;
16274;2010-12-01 15:35:00;United Kingdom;WOOD AND GLASS MEDICINE CABINET;1;29.95;29.95;Manual;1.0;18.95;18.95
14496;2010-12-01 15:35:00;United Kingdom;GREY HEART HOT WATER BOTTLE;36;3.39;122.04;HOT WATER BOTTLE I AM SO POORLY;24.0;4.25;102.0
14696;2010-12-01 15:37:00;United Kingdom;GROW YOUR OWN PLANT IN A CAN ;24;1.25;30.0;SMALL FOLKART STAR CHRISTMAS DEC;48.0;0.42;20.16
16539;2010-12-01 15:40:00;United Kingdom;DOORMAT FANCY FONT HOME SWEET HOME;10;6.75;67.5;HOME BUILDING BLOCK WORD;6.0;5.95;35.7
17025;2010-12-01 15:45:00;United Kingdom;T-LIGHT GLASS FLUTED ANTIQUE;72;1.06;76.32000000000001;VICTORIAN GLASS HANGING T-LIGHT;36.0;1.25;45.0
17025;2010-12-01 15:46:00;United Kingdom;BATH BUILDING BLOCK WORD;3;5.95;17.85;;;;
13777;2010-12-01 16:01:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;128;2.55;326.4;LADS ONLY TISSUE BOX;252.0;1.25;315.0
13777;2010-12-01 16:11:00;United Kingdom;SET OF 3 COLOURED  FLYING DUCKS;120;4.65;558.0;WHITE HANGING HEART T-LIGHT HOLDER;128.0;2.55;326.4
13777;2010-12-01 16:13:00;United Kingdom;STRAWBERRY CERAMIC TRINKET BOX;144;1.25;180.0;CERAMIC STRAWBERRY CAKE MONEY BANK;144.0;1.25;180.0
17690;2010-12-01 16:15:00;United Kingdom;HOT WATER BOTTLE BABUSHKA ;12;4.65;55.800000000000004;HAND WARMER OWL DESIGN;24.0;2.1;50.400000000000006
13777;2010-12-01 16:16:00;United Kingdom;STRAWBERRY CERAMIC TRINKET BOX;216;1.06;228.96;LUNCH BAG  BLACK SKULL.;60.0;1.45;87.0
17690;2010-12-01 16:17:00;United Kingdom;CHILDRENS SPACEBOY MUG;12;1.65;19.799999999999997;CHILDRENS DOLLY GIRL MUG;12.0;1.65;19.799999999999997
13777;2010-12-01 16:19:00;United Kingdom;JUMBO BAG RED RETROSPOT;200;1.65;330.0;;;;
13777;2010-12-01 16:21:00;United Kingdom;RETROSPOT CHILDRENS APRON;120;1.65;198.0;;;;
12947;2010-12-01 16:21:00;United Kingdom;PIGGY BANK RETROSPOT ;12;2.55;30.599999999999998;WHITE SKULL HOT WATER BOTTLE ;8.0;3.75;30.0
13777;2010-12-01 16:22:00;United Kingdom;RED WOOLLY HOTTIE WHITE HEART.;384;2.95;1132.8000000000002;;;;
17460;2010-12-01 16:24:00;United Kingdom;CERAMIC CAKE STAND + HANGING CAKES;2;9.95;19.9;;;;
18229;2010-12-01 16:25:00;United Kingdom;BREAD BIN DINER STYLE RED ;8;14.95;119.6;BREAD BIN DINER STYLE PINK;8.0;14.95;119.6
14142;2010-12-01 16:33:00;United Kingdom;HAND WARMER BIRD DESIGN;12;2.1;25.200000000000003;FAIRY TALE COTTAGE NIGHTLIGHT;12.0;1.95;23.4
17069;2010-12-01 16:49:00;United Kingdom;BLUE 3 PIECE POLKADOT CUTLERY SET;12;3.75;45.0;PINK 3 PIECE POLKADOT CUTLERY SET;12.0;3.75;45.0
13065;2010-12-01 16:52:00;United Kingdom;COOK WITH WINE METAL SIGN ;12;1.95;23.4;BOX OF VINTAGE ALPHABET BLOCKS;2.0;9.95;19.9
14606;2010-12-01 16:57:00;United Kingdom;GRAND CHOCOLATECANDLE;27;1.45;39.15;FEATHER PEN-COAL BLACK;12.0;0.85;10.2
14606;2010-12-01 16:58:00;United Kingdom;NOEL WOODEN BLOCK LETTERS ;2;5.95;11.9;CREAM SWEETHEART LETTER RACK;2.0;5.45;10.9
16835;2010-12-01 17:15:00;United Kingdom;LADYBIRD + BEE RAFFIA FOOD COVER;6;3.75;22.5;DOORMAT SPOTTY HOME SWEET HOME;2.0;7.95;15.9
15235;2010-12-01 17:22:00;United Kingdom;RED HANGING HEART T-LIGHT HOLDER;6;2.95;17.700000000000003;CANDLEHOLDER PINK HANGING HEART;6.0;2.95;17.700000000000003
13576;2010-12-01 17:24:00;United Kingdom;BLACK RECORD COVER FRAME;60;3.39;203.4;RECORD FRAME 7inch SINGLE SIZE ;24.0;2.55;61.199999999999996
18011;2010-12-01 17:35:00;United Kingdom;VANILLA SCENT CANDLE JEWELLED BOX;3;4.25;12.75;CAKE STAND LOVEBIRD 2 TIER WHITE;1.0;9.95;9.95
13090;2010-12-02 07:48:00;United Kingdom;BAKING SET SPACEBOY DESIGN;24;4.25;102.0;VICTORIAN GLASS HANGING T-LIGHT;24.0;1.25;30.0
15694;2010-12-02 07:49:00;United Kingdom;ASSORTED COLOUR MINI CASES;12;6.35;76.19999999999999;DOCTOR'S BAG SOFT TOY;8.0;8.95;71.6
17850;2010-12-02 08:32:00;United Kingdom;IVORY EMBROIDERED QUILT ;2;35.75;71.5;WHITE METAL LANTERN;6.0;3.39;20.34
17850;2010-12-02 08:33:00;United Kingdom;HAND WARMER RED POLKA DOT;6;1.85;11.100000000000001;HAND WARMER UNION JACK;6.0;1.85;11.100000000000001
17850;2010-12-02 08:34:00;United Kingdom;WHITE METAL LANTERN;6;3.39;20.34;KNITTED UNION FLAG HOT WATER BOTTLE;6.0;3.39;20.34
17850;2010-12-02 08:40:00;United Kingdom;HAND WARMER RED POLKA DOT;6;1.85;11.100000000000001;HAND WARMER UNION JACK;6.0;1.85;11.100000000000001
14741;2010-12-02 08:43:00;United Kingdom;CREAM HEART CARD HOLDER;12;3.95;47.400000000000006;JAM MAKING SET PRINTED;24.0;1.45;34.8
13715;2010-12-02 08:52:00;United Kingdom;PIZZA PLATE IN BOX;8;3.75;30.0;FULL ENGLISH BREAKFAST PLATE;8.0;3.75;30.0
14092;2010-12-02 09:10:00;United Kingdom;SET/5 RED RETROSPOT LID GLASS BOWLS;-2;2.95;-5.9;;;;
17732;2010-12-02 09:29:00;United Kingdom;VINTAGE CREAM 3 BASKET CAKE STAND;2;9.95;19.9;MEMO BOARD RETROSPOT  DESIGN;4.0;4.95;19.8
12855;2010-12-02 09:37:00;United Kingdom;SOAP DISH BROCANTE;6;2.95;17.700000000000003;JAM JAR WITH PINK LID;12.0;0.85;10.2
17850;2010-12-02 09:41:00;United Kingdom;WOOD S/3 CABINET ANT WHITE FINISH;4;6.95;27.8;GLASS STAR FROSTED T-LIGHT HOLDER;6.0;4.25;25.5
17850;2010-12-02 09:42:00;United Kingdom;HAND WARMER RED POLKA DOT;6;1.85;11.100000000000001;HAND WARMER UNION JACK;6.0;1.85;11.100000000000001
15752;2010-12-02 09:43:00;United Kingdom;HAND WARMER RED RETROSPOT;24;2.1;50.400000000000006;HAND WARMER OWL DESIGN;12.0;2.1;25.200000000000003
17850;2010-12-02 09:44:00;United Kingdom;WHITE METAL LANTERN;6;3.39;20.34;RED WOOLLY HOTTIE WHITE HEART.;6.0;3.39;20.34
17855;2010-12-02 09:44:00;United Kingdom;SET OF 6 SOLDIER SKITTLES;8;3.75;30.0;PAPER CHAIN KIT VINTAGE CHRISTMAS;6.0;2.95;17.700000000000003
14047;2010-12-02 10:09:00;United Kingdom;HOT WATER BOTTLE BABUSHKA ;8;4.65;37.2;ENCHANTED BIRD COATHANGER 5 HOOK;8.0;4.65;37.2
17925;2010-12-02 10:10:00;United Kingdom;BLACK RECORD COVER FRAME;72;3.39;244.08;;;;
13941;2010-12-02 10:17:00;United Kingdom;STAR PORTABLE TABLE LIGHT ;96;2.55;244.79999999999998;HANGING BAUBLE T-LIGHT HOLDER SMALL;108.0;2.1;226.8
17017;2010-12-02 10:17:00;United Kingdom;CHRISTMAS LIGHTS 10 VINTAGE BAUBLES;24;4.25;102.0;PAPER CHAIN KIT VINTAGE CHRISTMAS;40.0;2.55;102.0
17017;2010-12-02 10:18:00;United Kingdom;JAM MAKING SET PRINTED;36;1.45;52.199999999999996;JAM MAKING SET WITH JARS;12.0;3.75;45.0
14135;2010-12-02 10:27:00;United Kingdom;ASSTD DESIGN 3D PAPER STICKERS;60;0.85;51.0;PACK OF 72 RETROSPOT CAKE CASES;120.0;0.42;50.4
13108;2010-12-02 10:35:00;United Kingdom;SET 7 BABUSHKA NESTING BOXES;12;8.5;102.0;MINI PAINT SET VINTAGE ;72.0;0.65;46.800000000000004
12471;2010-12-02 10:37:00;Germany;SET 7 BABUSHKA NESTING BOXES;-2;8.5;-17.0;;;;
15601;2010-12-02 10:39:00;United Kingdom;BATH BUILDING BLOCK WORD;6;5.95;35.7;GREEN REGENCY TEACUP AND SAUCER;12.0;2.95;35.400000000000006
13418;2010-12-02 10:45:00;United Kingdom;ALARM CLOCK BAKELIKE RED ;24;3.75;90.0;ALARM CLOCK BAKELIKE GREEN;24.0;3.75;90.0
14766;2010-12-02 10:46:00;United Kingdom;3 TIER CAKE TIN GREEN AND CREAM;-2;14.95;-29.9;;;;
13418;2010-12-02 10:46:00;United Kingdom;3 TRADITIONAl BISCUIT CUTTERS  SET;6;2.1;12.600000000000001;;;;
15658;2010-12-02 10:53:00;United Kingdom;REGENCY CAKESTAND 3 TIER;4;12.75;51.0;GREEN REGENCY TEACUP AND SAUCER;12.0;2.95;35.400000000000006
17850;2010-12-02 10:54:00;United Kingdom;GLASS STAR FROSTED T-LIGHT HOLDER;6;4.25;25.5;WHITE METAL LANTERN;6.0;3.39;20.34
17850;2010-12-02 10:55:00;United Kingdom;HAND WARMER RED POLKA DOT;6;1.85;11.100000000000001;HAND WARMER UNION JACK;6.0;1.85;11.100000000000001
17850;2010-12-02 10:56:00;United Kingdom;WOOD S/3 CABINET ANT WHITE FINISH;4;6.95;27.8;GLASS STAR FROSTED T-LIGHT HOLDER;6.0;4.25;25.5
17850;2010-12-02 10:58:00;United Kingdom;HAND WARMER RED POLKA DOT;6;1.85;11.100000000000001;HAND WARMER UNION JACK;6.0;1.85;11.100000000000001
14388;2010-12-02 11:02:00;United Kingdom;PACK 3 BOXES CHRISTMAS PANNETONE;12;1.95;23.4;JUMBO STORAGE BAG SUKI;10.0;1.95;19.5
14901;2010-12-02 11:20:00;United Kingdom;BROCANTE SHELF WITH HOOKS;4;10.75;43.0;PAPER CHAIN KIT 50'S CHRISTMAS ;10.0;2.95;29.5
18041;2010-12-02 11:21:00;United Kingdom;SET/20 RED RETROSPOT PAPER NAPKINS ;52;0.85;44.199999999999996;LUNCH BAG  BLACK SKULL.;20.0;1.65;33.0
15955;2010-12-02 11:22:00;United Kingdom;CHOCOLATE HOT WATER BOTTLE;12;4.95;59.400000000000006;FINE WICKER HEART ;48.0;1.06;50.88
15070;2010-12-02 11:23:00;United Kingdom;PAPER CHAIN KIT 50'S CHRISTMAS ;36;2.95;106.2;;;;
18041;2010-12-02 11:35:00;United Kingdom;PHOTO FRAME 3 CLASSIC HANGING;2;9.95;19.9;FAMILY PHOTO FRAME CORNICE;2.0;9.95;19.9
16244;2010-12-02 11:41:00;United Kingdom;FILIGRIS HEART WITH BUTTERFLY;24;1.25;30.0;HEART IVORY TRELLIS SMALL;24.0;1.25;30.0
15111;2010-12-02 11:45:00;United Kingdom;HAND WARMER RED RETROSPOT;12;2.1;25.200000000000003;HAND WARMER BIRD DESIGN;12.0;2.1;25.200000000000003
12748;2010-12-02 11:46:00;United Kingdom;GREEN CHRISTMAS TREE CARD HOLDER;1;4.25;4.25;;;;
14390;2010-12-02 11:56:00;United Kingdom;MIRRORED DISCO BALL ;-1;5.95;-5.95;;;;
14390;2010-12-02 11:57:00;United Kingdom;CHOCOLATE HOT WATER BOTTLE;6;4.95;29.700000000000003;PINK 3 PIECE POLKADOT CUTLERY SET;7.0;3.75;26.25
16546;2010-12-02 12:07:00;United Kingdom;PAPER CHAIN KIT VINTAGE CHRISTMAS;40;2.55;102.0;HAND WARMER BIRD DESIGN;24.0;2.1;50.400000000000006
15260;2010-12-02 12:09:00;United Kingdom;HEART OF WICKER SMALL;40;1.45;58.0;REGENCY CAKESTAND 3 TIER;4.0;12.75;51.0
13305;2010-12-02 12:10:00;United Kingdom;POLKADOT PEN;48;0.85;40.8;HANGING METAL STAR LANTERN;24.0;1.65;39.599999999999994
14491;2010-12-02 12:10:00;United Kingdom;ASSORTED COLOUR MINI CASES;6;7.95;47.7;PACK 3 BOXES CHRISTMAS PANNETONE;24.0;1.95;46.8
14060;2010-12-02 12:11:00;United Kingdom;SET OF 20 VINTAGE CHRISTMAS NAPKINS;96;0.64;61.44;CHINESE DRAGON PAPER LANTERNS;144.0;0.42;60.48
15923;2010-12-02 12:16:00;United Kingdom;COLOUR GLASS T-LIGHT HOLDER HANGING;32;0.65;20.8;6 CHOCOLATE LOVE HEART T-LIGHTS;7.0;2.1;14.700000000000001
16752;2010-12-02 12:18:00;United Kingdom;VINTAGE POST OFFICE CABINET;1;79.95;79.95;SET OF 3 NOTEBOOKS IN PARCEL;12.0;1.65;19.799999999999997
17287;2010-12-02 12:22:00;United Kingdom;REGENCY CAKESTAND 3 TIER;3;12.75;38.25;ASSORTED COLOUR BIRD ORNAMENT;8.0;1.69;13.52
17850;2010-12-02 12:23:00;United Kingdom;IVORY EMBROIDERED QUILT ;2;35.75;71.5;WHITE METAL LANTERN;12.0;3.39;40.68
17850;2010-12-02 12:24:00;United Kingdom;HAND WARMER RED POLKA DOT;6;1.85;11.100000000000001;HAND WARMER UNION JACK;6.0;1.85;11.100000000000001
17850;2010-12-02 12:25:00;United Kingdom;IVORY EMBROIDERED QUILT ;2;35.75;71.5;SET 7 BABUSHKA NESTING BOXES;4.0;7.65;30.6
17850;2010-12-02 12:26:00;United Kingdom;HAND WARMER RED POLKA DOT;6;1.85;11.100000000000001;HAND WARMER UNION JACK;6.0;1.85;11.100000000000001
15363;2010-12-02 12:28:00;United Kingdom;PAINT YOUR OWN CANVAS SET;24;1.65;39.599999999999994;STAR PORTABLE TABLE LIGHT ;12.0;2.95;35.400000000000006
12915;2010-12-02 12:33:00;United Kingdom;REGENCY CAKESTAND 3 TIER;2;12.75;25.5;CUPCAKE LACE PAPER SET 6;12.0;1.95;23.4
15544;2010-12-02 12:47:00;United Kingdom;REGENCY CAKESTAND 3 TIER;2;12.75;25.5;GREEN 3 PIECE POLKADOT CUTLERY SET;6.0;3.75;22.5
15738;2010-12-02 12:50:00;United Kingdom;SET/6 RED SPOTTY PAPER PLATES;60;0.85;51.0;PINK HAPPY BIRTHDAY BUNTING;9.0;5.45;49.050000000000004
16042;2010-12-02 12:50:00;United Kingdom;15CM CHRISTMAS GLASS BALL 20 LIGHTS;-1;7.95;-7.95;LIGHT GARLAND BUTTERFILES PINK;-4.0;4.25;-17.0
17381;2010-12-02 12:58:00;United Kingdom;LUNCH BOX I LOVE LONDON;128;1.65;211.2;;;;
17381;2010-12-02 12:59:00;United Kingdom;PLASTERS IN TIN STRONGMAN;144;1.65;237.6;VINTAGE HEADS AND TAILS CARD GAME ;216.0;1.06;228.96
15922;2010-12-02 13:05:00;United Kingdom;ANTIQUE GLASS DRESSING TABLE POT;-2;2.95;-5.9;;;;
15827;2010-12-02 13:06:00;United Kingdom;SET OF 6 T-LIGHTS WEDDING CAKE ;6;2.95;17.700000000000003;SET/5 RED RETROSPOT LID GLASS BOWLS;6.0;2.95;17.700000000000003
15827;2010-12-02 13:08:00;United Kingdom;JAM MAKING SET PRINTED;12;1.45;17.4;HOMEMADE JAM SCENTED CANDLES;12.0;1.45;17.4
14180;2010-12-02 13:08:00;United Kingdom;WELCOME  WOODEN BLOCK LETTERS;3;9.95;29.849999999999998;SHOE SHINE BOX ;2.0;9.95;19.9
13117;2010-12-02 13:11:00;United Kingdom;6 RIBBONS RUSTIC CHARM;12;1.65;19.799999999999997;6 RIBBONS ELEGANT CHRISTMAS ;12.0;1.65;19.799999999999997
16916;2010-12-02 13:14:00;United Kingdom;HANGING METAL STAR LANTERN;12;1.65;19.799999999999997;CAMOUFLAGE LED TORCH;6.0;1.69;10.14
17964;2010-12-02 13:32:00;United Kingdom;DELUXE SEWING KIT ;5;5.95;29.75;ASSORTED CREEPY CRAWLIES;48.0;0.42;20.16
